# name;mass;orbital_period;discovered;radius;semi_major_axis;star_distance;star_teff;method;star_name
Kepler-223 e;0.0151;19.72567;2014;0.41;0.14;1960.49;5829.0;Primary Transit;Kepler-223
Kepler-224 b;;3.132924;2014;0.124;0.038;799.75;5018.0;Primary Transit;Kepler-224
Kepler-224 c;;5.925003;2014;0.278;0.058;799.75;5018.0;Primary Transit;Kepler-224
Kepler-224 d;;11.349393;2014;0.205;0.089;799.75;5018.0;Primary Transit;Kepler-224
Kepler-224 e;;18.643577;2014;0.176;0.124;799.75;5018.0;Primary Transit;Kepler-224
Kepler-225 b;;6.738975;2014;0.107;0.056;569.99;3682.0;Primary Transit;Kepler-225
Kepler-225 c;;18.794234;2014;0.164;0.111;569.99;3682.0;Primary Transit;Kepler-225
Kepler-226 b;;3.940997;2014;0.138;0.047;1008.14;5571.0;Primary Transit;Kepler-226
Kepler-226 c;;5.349555;2014;0.203;0.058;1008.14;5571.0;Primary Transit;Kepler-226
Kepler-226 d;;8.109044;2014;0.109;0.076;1008.14;5571.0;Primary Transit;Kepler-226
Kepler-227 b;;9.488015;2014;0.277;0.09;1117.5;5854.0;Primary Transit;Kepler-227
Kepler-227 c;;54.418694;2014;0.271;0.29;1117.5;5854.0;Primary Transit;Kepler-227
Kepler-228 b;;2.566546;2014;0.136;0.038;1724.6;6043.0;Primary Transit;Kepler-228
Kepler-228 c;;4.134444;2014;0.241;0.052;1724.6;6043.0;Primary Transit;Kepler-228
Kepler-228 d;;11.094286;2014;0.36;0.101;1724.6;6043.0;Primary Transit;Kepler-228
Kepler-229 b;;6.252972;2014;0.196;0.062;845.88;5120.0;Primary Transit;Kepler-229
Kepler-229 c;;16.068638;2014;0.439;0.117;845.88;5120.0;Primary Transit;Kepler-229
Kepler-229 d;;41.194912;2014;0.343;0.22;845.88;5120.0;Primary Transit;Kepler-229
Kepler-23 b;0.8;7.1073;2011;0.17;0.075;856.34;5828.0;Primary Transit;Kepler-23
Kepler-23 c;2.7;10.7421;2011;0.285;0.099;856.34;5828.0;Primary Transit;Kepler-23
Kepler-23 d;0.055;15.274299;2014;0.196;0.124;856.34;5828.0;Primary Transit;Kepler-23
Kepler-230 b;;32.625555;2014;0.38;0.191;756.73;5588.0;Primary Transit;Kepler-230
Kepler-230 c;;91.773242;2014;0.182;0.38;756.73;5588.0;Primary Transit;Kepler-230
Kepler-231 b;;10.065275;2014;0.154;0.074;319.49;3767.0;Primary Transit;Kepler-231
Kepler-231 c;;19.271566;2014;0.172;0.114;319.49;3767.0;Primary Transit;Kepler-231
Kepler-232 b;;4.431222;2014;0.275;0.054;1402.96;5847.0;Primary Transit;Kepler-232
Kepler-232 c;;11.379349;2014;0.342;0.101;1402.96;5847.0;Primary Transit;Kepler-232
Kepler-233 b;;8.472382;2014;0.217;0.077;877.73;5360.0;Primary Transit;Kepler-233
Kepler-233 c;;60.418955;2014;0.242;0.287;877.73;5360.0;Primary Transit;Kepler-233
Kepler-234 b;;2.711506;2014;0.33;0.04;1821.01;6224.0;Primary Transit;Kepler-234
Kepler-234 c;;7.21205;2014;0.313;0.077;1821.01;6224.0;Primary Transit;Kepler-234
Kepler-235 b;;3.340222;2014;0.199;0.037;433.24;4255.0;Primary Transit;Kepler-235
Kepler-235 c;;7.824904;2014;0.114;0.065;433.24;4255.0;Primary Transit;Kepler-235
Kepler-235 d;;20.060548;2014;0.183;0.122;433.24;4255.0;Primary Transit;Kepler-235
Kepler-235 e;;46.183669;2014;0.198;0.213;433.24;4255.0;Primary Transit;Kepler-235
Kepler-236 b;;8.295611;2014;0.14;0.065;291.17;3750.0;Primary Transit;Kepler-236
Kepler-236 c;;23.968127;2014;0.178;0.132;291.17;3750.0;Primary Transit;Kepler-236
Kepler-237 b;;4.715106;2014;0.126;0.05;670.41;4861.0;Primary Transit;Kepler-237
Kepler-237 c;;8.103636;2014;0.186;0.071;670.41;4861.0;Primary Transit;Kepler-237
Kepler-238 b;;2.090876;2014;0.154;0.034;1897.73;5751.0;Primary Transit;Kepler-238
Kepler-238 c;;6.155557;2014;0.213;0.069;1897.73;5751.0;Primary Transit;Kepler-238
Kepler-238 d;;13.233549;2014;0.274;0.115;1897.73;5751.0;Primary Transit;Kepler-238
Kepler-238 e;0.534;23.654;2013;0.5;;1897.73;5751.0;Primary Transit;Kepler-238
Kepler-238 f;0.042;50.447;2013;0.178;;1897.73;5751.0;Primary Transit;Kepler-238
Kepler-239 b;;11.763051;2014;0.208;0.095;660.07;4914.0;Primary Transit;Kepler-239
Kepler-239 c;;56.228098;2014;0.224;0.268;660.07;4914.0;Primary Transit;Kepler-239
Kepler-24 b;1.6;8.1453;2011;0.214;0.08;1195.99;5897.0;Primary Transit;Kepler-24
Kepler-24 c;1.6;12.3335;2011;0.25;0.106;1195.99;5897.0;Primary Transit;Kepler-24
Kepler-24 d;;4.244384;2014;0.149;0.051;1195.99;5897.0;Primary Transit;Kepler-24
Kepler-24 e;;18.998355;2014;0.248;0.138;1195.99;5897.0;Primary Transit;Kepler-24
Kepler-240 b;;4.144495;2014;0.122;0.048;762.74;4985.0;Primary Transit;Kepler-240
Kepler-240 c;;7.953528;2014;0.196;0.074;762.74;4985.0;Primary Transit;Kepler-240
Kepler-241 b;;12.718092;2014;0.208;0.094;609.86;4699.0;Primary Transit;Kepler-241
Kepler-241 c;;36.065978;2014;0.229;0.189;609.86;4699.0;Primary Transit;Kepler-241
Kepler-242 b;;8.20395;2014;0.233;0.075;610.6;5020.0;Primary Transit;Kepler-242
Kepler-242 c;;14.496481;2014;0.178;0.109;610.6;5020.0;Primary Transit;Kepler-242
Kepler-243 b;;5.715442;2014;0.219;0.062;707.94;5228.0;Primary Transit;Kepler-243
Kepler-243 c;;20.026218;2014;0.178;0.142;707.94;5228.0;Primary Transit;Kepler-243
Kepler-244 b;;4.311792;2014;0.246;0.05;1067.62;5554.0;Primary Transit;Kepler-244
Kepler-244 c;;9.767292;2014;0.183;0.087;1067.62;5554.0;Primary Transit;Kepler-244
Kepler-244 d;;20.050401;2014;0.206;0.14;1067.62;5554.0;Primary Transit;Kepler-244
Kepler-245 b;;7.49019;2014;0.229;0.071;882.65;5100.0;Primary Transit;Kepler-245
Kepler-245 c;;17.460812;2014;0.194;0.124;882.65;5100.0;Primary Transit;Kepler-245
Kepler-245 d;;36.277108;2014;0.27;0.202;882.65;5100.0;Primary Transit;Kepler-245
Kepler-245 e;;3.21982106;2016;0.156;;882.65;5100.0;Primary Transit;Kepler-245
Kepler-246 b;;4.60182;2014;0.209;0.052;637.44;5206.0;Primary Transit;Kepler-246
Kepler-246 c;;11.187161;2014;0.134;0.095;637.44;5206.0;Primary Transit;Kepler-246
Kepler-247 b;;3.33616;2014;0.146;0.042;676.38;5100.0;Primary Transit;Kepler-247
Kepler-247 c;;9.439452;2014;0.365;0.084;676.38;5100.0;Primary Transit;Kepler-247
Kepler-247 d;;20.477912;2014;0.352;0.14;676.38;5100.0;Primary Transit;Kepler-247
Kepler-248 b;;6.308205;2014;0.269;0.066;754.65;5190.0;Primary Transit;Kepler-248
Kepler-248 c;;16.239494;2014;0.363;0.123;754.65;5190.0;Primary Transit;Kepler-248
Kepler-249 b;;3.306539;2014;0.097;0.035;191.44;3568.0;Primary Transit;Kepler-249
Kepler-249 c;;7.113702;2014;0.135;0.058;191.44;3568.0;Primary Transit;Kepler-249
Kepler-249 d;;15.368459;2014;0.14;0.097;191.44;3568.0;Primary Transit;Kepler-249
Kepler-25 b;0.0275;6.238297;2011;0.245;0.068;244.96;6270.0;Primary Transit;Kepler-25
Kepler-25 c;0.0479;12.7207;2011;0.465;0.11;244.96;6270.0;Primary Transit;Kepler-25
Kepler-25 d;0.226;122.4;2014;;;244.96;6270.0;Radial Velocity;Kepler-25
Kepler-250 b;;4.148141;2014;0.101;0.048;777.31;5160.0;Primary Transit;Kepler-250
Kepler-250 c;;7.156804;2014;0.203;0.069;777.31;5160.0;Primary Transit;Kepler-250
Kepler-250 d;;17.648312;2014;0.194;0.127;777.31;5160.0;Primary Transit;Kepler-250
Kepler-251 b;;4.790936;2014;0.119;0.053;948.98;5526.0;Primary Transit;Kepler-251
Kepler-251 c;;16.514043;2014;0.247;0.122;948.98;5526.0;Primary Transit;Kepler-251
Kepler-251 d;;30.133001;2014;0.247;0.182;948.98;5526.0;Primary Transit;Kepler-251
Kepler-251 e;;99.640161;2014;0.247;0.404;948.98;5526.0;Primary Transit;Kepler-251
Kepler-252 b;;6.668391;2014;0.11;0.058;383.59;4208.0;Primary Transit;Kepler-252
Kepler-252 c;;10.848463;2014;0.192;0.08;383.59;4208.0;Primary Transit;Kepler-252
Kepler-253 b;;3.783986;2014;0.145;0.046;858.93;5208.0;Primary Transit;Kepler-253
Kepler-253 c;;10.281951;2014;0.236;0.089;858.93;5208.0;Primary Transit;Kepler-253
Kepler-253 d;;18.119869;2014;0.283;0.13;858.93;5208.0;Primary Transit;Kepler-253
Kepler-254 b;;5.826662;2014;0.345;0.064;1446.45;5957.0;Primary Transit;Kepler-254
Kepler-254 c;;12.412183;2014;0.192;0.105;1446.45;5957.0;Primary Transit;Kepler-254
Kepler-254 d;;18.746477;2014;0.223;0.139;1446.45;5957.0;Primary Transit;Kepler-254
Kepler-255 b;;5.714606;2014;0.138;0.063;1084.5;5573.0;Primary Transit;Kepler-255
Kepler-255 c;;9.946047;2014;0.267;0.092;1084.5;5573.0;Primary Transit;Kepler-255
Kepler-255 d;;1.04562266;2016;0.118;;1084.5;5573.0;Primary Transit;Kepler-255
Kepler-256 b;;1.620493;2014;0.142;0.027;1057.36;5551.0;Primary Transit;Kepler-256
Kepler-256 c;;3.38802;2014;0.192;0.045;1057.36;5551.0;Primary Transit;Kepler-256
Kepler-256 d;;5.839172;2014;0.221;0.064;1057.36;5551.0;Primary Transit;Kepler-256
Kepler-256 e;;10.681572;2014;0.21;0.096;1057.36;5551.0;Primary Transit;Kepler-256
Kepler-257 b;;2.382667;2014;0.233;0.034;797.75;5180.0;Primary Transit;Kepler-257
Kepler-257 c;;6.581484;2014;0.483;0.066;797.75;5180.0;Primary Transit;Kepler-257
Kepler-257 d;;24.664551;2014;0.442;0.16;797.75;5180.0;Primary Transit;Kepler-257
Kepler-258 b;;13.19722;2014;0.362;0.103;585.6;4942.0;Primary Transit;Kepler-258
Kepler-258 c;;33.653079;2014;0.322;0.193;585.6;4942.0;Primary Transit;Kepler-258
Kepler-259 b;;8.115317;2014;0.25;0.079;1031.58;5938.0;Primary Transit;Kepler-259
Kepler-259 c;;36.924931;2014;0.241;0.217;1031.58;5938.0;Primary Transit;Kepler-259
Kepler-26 b;0.01611;12.28;2011;0.248;0.085;338.55;3914.0;Primary Transit;Kepler-26
Kepler-26 c;0.01951;17.2559;2011;0.243;0.107;338.55;3914.0;Primary Transit;Kepler-26
Kepler-26 d;;3.543919;2014;0.095;0.039;338.55;3914.0;Primary Transit;Kepler-26
Kepler-26 e;;46.827915;2014;0.215;0.22;338.55;3914.0;Primary Transit;Kepler-26
Kepler-260 b;;8.187399;2014;0.179;0.075;638.85;5250.0;Primary Transit;Kepler-260
Kepler-260 c;;76.050178;2014;0.155;0.332;638.85;5250.0;Primary Transit;Kepler-260
Kepler-261 b;;10.381227;2014;0.194;0.088;320.43;5098.0;Primary Transit;Kepler-261
Kepler-261 c;;24.570858;2014;0.178;0.156;320.43;5098.0;Primary Transit;Kepler-261
Kepler-262 b;;13.060855;2014;0.121;0.108;624.08;5841.0;Primary Transit;Kepler-262
Kepler-262 c;;21.853722;2014;0.146;0.152;624.08;5841.0;Primary Transit;Kepler-262
Kepler-263 b;;16.568087;2014;0.238;0.12;771.09;5265.0;Primary Transit;Kepler-263
Kepler-263 c;;47.332773;2014;0.22;0.242;771.09;5265.0;Primary Transit;Kepler-263
Kepler-264 b;;40.806231;2014;0.297;0.249;968.15;6158.0;Primary Transit;Kepler-264
Kepler-264 c;;140.101261;2014;0.252;0.566;968.15;6158.0;Primary Transit;Kepler-264
Kepler-265 b;;6.846262;2014;0.166;0.069;1328.21;5835.0;Primary Transit;Kepler-265
Kepler-265 c;;17.028937;2014;0.235;0.127;1328.21;5835.0;Primary Transit;Kepler-265
Kepler-265 d;;43.130617;2014;0.222;0.236;1328.21;5835.0;Primary Transit;Kepler-265
Kepler-265 e;;67.831024;2014;0.231;0.319;1328.21;5835.0;Primary Transit;Kepler-265
Kepler-266 b;;6.61833;2014;0.221;0.071;1425.27;5885.0;Primary Transit;Kepler-266
Kepler-266 c;;107.723601;2014;0.347;0.457;1425.27;5885.0;Primary Transit;Kepler-266
Kepler-267 b;;3.353728;2014;0.177;0.037;267.0;4258.0;Primary Transit;Kepler-267
Kepler-267 c;;6.87745;2014;0.19;0.06;267.0;4258.0;Primary Transit;Kepler-267
Kepler-267 d;;28.464515;2014;0.203;0.154;267.0;4258.0;Primary Transit;Kepler-267
Kepler-268 b;;25.934138;2014;0.227;0.18;873.21;6081.0;Primary Transit;Kepler-268
Kepler-268 c;;83.446393;2014;0.302;0.391;873.21;6081.0;Primary Transit;Kepler-268
Kepler-269 b;;5.326718;2014;0.22;0.061;2418.83;5847.0;Primary Transit;Kepler-269
Kepler-269 c;;8.127899;2014;0.151;0.081;2418.83;5847.0;Primary Transit;Kepler-269
Kepler-27 b;9.11;15.3348;2011;0.357;0.118;1075.1;5400.0;Primary Transit;Kepler-27
Kepler-27 c;13.8;31.3309;2011;0.437;0.191;1075.1;5400.0;Primary Transit;Kepler-27
Kepler-270 b;;11.476094;2014;0.179;0.107;975.46;6067.0;Primary Transit;Kepler-270
Kepler-270 c;;25.262887;2014;0.158;0.18;975.46;6067.0;Primary Transit;Kepler-270
Kepler-271 b;;10.43547805;2014;0.11;0.056;418.0;5555.0;Primary Transit;Kepler-271
Kepler-271 c;;7.41086267;2014;0.085;0.071;418.0;5555.0;Primary Transit;Kepler-271
Kepler-271 d;;5.24972541;2016;0.059;;418.0;5555.0;Primary Transit;Kepler-271
Kepler-272 b;;2.971353;2014;0.128;0.038;912.85;5297.0;Primary Transit;Kepler-272
Kepler-272 c;;6.057342;2014;0.16;0.061;912.85;5297.0;Primary Transit;Kepler-272
Kepler-272 d;;10.937304;2014;0.201;0.091;912.85;5297.0;Primary Transit;Kepler-272
Kepler-273 b;;2.936532;2014;0.134;0.037;728.85;5626.0;Primary Transit;Kepler-273
Kepler-273 c;;8.014927;2014;0.177;0.073;728.85;5626.0;Primary Transit;Kepler-273
Kepler-274 b;;11.634788;2014;0.137;0.101;1385.51;6023.0;Primary Transit;Kepler-274
Kepler-274 c;;33.197861;2014;0.164;0.204;1385.51;6023.0;Primary Transit;Kepler-274
Kepler-275 b;;10.300682;2014;0.209;0.098;2155.2;6165.0;Primary Transit;Kepler-275
Kepler-275 c;;16.088134;2014;0.302;0.132;2155.2;6165.0;Primary Transit;Kepler-275
Kepler-275 d;;35.676062;2014;0.297;0.224;2155.2;6165.0;Primary Transit;Kepler-275
Kepler-276 b;;14.12841;2014;0.256;0.119;1181.73;6105.0;Primary Transit;Kepler-276
Kepler-276 c;0.052;31.884;2013;0.259;;1181.73;6105.0;Primary Transit;Kepler-276
Kepler-276 d;0.051;48.648;2013;0.25;;1181.73;6105.0;Primary Transit;Kepler-276
Kepler-277 b;0.275;17.324;2013;0.261;;1004.88;5946.0;Primary Transit;Kepler-277
Kepler-277 c;0.202;33.006;2013;0.3;;1004.88;5946.0;Primary Transit;Kepler-277
Kepler-278 b;0.176;30.160546;2014;0.363;0.207;448.65;4991.0;Primary Transit;Kepler-278
Kepler-278 c;0.1098;51.078775;2014;0.32;0.294;448.65;4991.0;Primary Transit;Kepler-278
Kepler-279 b;;12.309681;2014;0.323;0.112;1069.2;6363.0;Primary Transit;Kepler-279
Kepler-279 c;0.155;35.736;2013;0.384;0.232;1069.2;6363.0;Primary Transit;Kepler-279
Kepler-279 d;0.118;54.414;2013;0.277;0.30728;1069.2;6363.0;Primary Transit;Kepler-279
Kepler-28 b;1.51;5.9123;2011;0.321;0.062;443.92;4590.0;Primary Transit;Kepler-28
Kepler-28 c;1.36;8.9858;2011;0.303;0.081;443.92;4590.0;Primary Transit;Kepler-28
Kepler-280 b;;2.139542;2014;0.129;0.032;798.21;5744.0;Primary Transit;Kepler-280
Kepler-280 c;;4.807091;2014;0.179;0.056;798.21;5744.0;Primary Transit;Kepler-280
Kepler-281 b;;14.646008;2014;0.252;0.117;1835.0;5723.0;Primary Transit;Kepler-281
Kepler-281 c;;36.337373;2014;0.474;0.215;1835.0;5723.0;Primary Transit;Kepler-281
Kepler-282 b;;9.220524;2014;0.09;0.082;1390.97;5602.0;Primary Transit;Kepler-282
Kepler-282 c;;13.638723;2014;0.107;0.106;1390.97;5602.0;Primary Transit;Kepler-282
Kepler-282 d;0.192;24.806;2013;0.219;;1390.97;5602.0;Primary Transit;Kepler-282
Kepler-282 e;0.177;44.347;2013;0.277;;1390.97;5602.0;Primary Transit;Kepler-282
Kepler-283 b;;11.008151;2014;0.19;0.082;474.33;4351.0;Primary Transit;Kepler-283
Kepler-283 c;;92.743711;2014;0.162;0.341;474.33;4351.0;Primary Transit;Kepler-283
Kepler-284 b;;12.699149;2014;0.2;0.104;1062.79;5615.0;Primary Transit;Kepler-284
Kepler-284 c;;37.514456;2014;0.233;0.213;1062.79;5615.0;Primary Transit;Kepler-284
Kepler-285 b;;2.633867;2014;0.12;0.036;844.17;5411.0;Primary Transit;Kepler-285
Kepler-285 c;;6.186676;2014;0.1;0.064;844.17;5411.0;Primary Transit;Kepler-285
Kepler-286 b;;1.796302;2014;0.111;0.027;1266.68;5580.0;Primary Transit;Kepler-286
Kepler-286 c;;3.468095;2014;0.122;0.042;1266.68;5580.0;Primary Transit;Kepler-286
Kepler-286 d;;5.914323;2014;0.119;0.061;1266.68;5580.0;Primary Transit;Kepler-286
Kepler-286 e;;29.221289;2014;0.158;0.176;1266.68;5580.0;Primary Transit;Kepler-286
Kepler-287 b;;20.342199;2014;0.208;0.145;856.33;5806.0;Primary Transit;Kepler-287
Kepler-287 c;;44.851896;2014;0.291;0.246;856.33;5806.0;Primary Transit;Kepler-287
Kepler-288 b;;6.097326;2014;0.149;0.065;1236.21;5918.0;Primary Transit;Kepler-288
Kepler-288 c;;19.305772;2014;0.254;0.14;1236.21;5918.0;Primary Transit;Kepler-288
Kepler-288 d;;56.633742;2014;0.238;0.287;1236.21;5918.0;Primary Transit;Kepler-288
Kepler-289 b;0.023;34.545;2014;0.192;0.21;700.0;5990.0;Primary Transit;Kepler-289
Kepler-289 c;0.42;125.8518;2014;1.034;0.51;700.0;5990.0;Primary Transit;Kepler-289
Kepler-289 d;0.013;66.0634;2014;0.239;0.33;700.0;5990.0;Primary Transit;Kepler-289
Kepler-29 b;0.01573;10.33974;2011;0.227;0.09;851.9;5378.0;Primary Transit;Kepler-29
Kepler-29 c;0.01416;13.28613;2011;0.209;0.11;851.9;5378.0;Primary Transit;Kepler-29
Kepler-290 b;;14.589347;2014;0.201;0.11;708.55;5147.0;Primary Transit;Kepler-290
Kepler-290 c;;36.77031;2014;0.241;0.205;708.55;5147.0;Primary Transit;Kepler-290
Kepler-291 b;;3.546511;2014;0.193;0.047;1884.37;6002.0;Primary Transit;Kepler-291
Kepler-291 c;;5.700786;2014;0.168;0.065;1884.37;6002.0;Primary Transit;Kepler-291
Kepler-292 b;;2.580827;2014;0.118;0.035;1087.23;5299.0;Primary Transit;Kepler-292
Kepler-292 c;;3.715335;2014;0.131;0.045;1087.23;5299.0;Primary Transit;Kepler-292
Kepler-292 d;;7.055679;2014;0.199;0.068;1087.23;5299.0;Primary Transit;Kepler-292
Kepler-292 e;;11.97901;2014;0.238;0.097;1087.23;5299.0;Primary Transit;Kepler-292
Kepler-292 f;;20.834237;2014;0.21;0.141;1087.23;5299.0;Primary Transit;Kepler-292
Kepler-293 b;;19.254196;2014;0.274;0.144;1002.51;5804.0;Primary Transit;Kepler-293
Kepler-293 c;;54.155743;2014;0.342;0.286;1002.51;5804.0;Primary Transit;Kepler-293
Kepler-294 b;;3.701212;2014;0.158;0.048;1411.62;5913.0;Primary Transit;Kepler-294
Kepler-294 c;;6.6264;2014;0.242;0.071;1411.62;5913.0;Primary Transit;Kepler-294
Kepler-295 b;;12.645164;2014;0.109;0.099;1787.33;5603.0;Primary Transit;Kepler-295
Kepler-295 c;;21.526258;2014;0.104;0.142;1787.33;5603.0;Primary Transit;Kepler-295
Kepler-295 d;;33.884054;2014;0.121;0.192;1787.33;5603.0;Primary Transit;Kepler-295
Kepler-296 b;;10.864384;2014;0.144;0.079;226.0;3740.0;Primary Transit;Kepler-296
Kepler-296 c;;5.8416366;2014;0.178;0.0521;226.0;3740.0;Primary Transit;Kepler-296
Kepler-296 d;;19.850291;2014;0.186;0.118;226.0;3740.0;Primary Transit;Kepler-296
Kepler-296 e;;34.14211;2014;0.136;0.169;226.0;3740.0;Primary Transit;Kepler-296
Kepler-296 f;;63.33627;2014;0.161;0.255;226.0;3740.0;Primary Transit;Kepler-296
Kepler-297 b;;38.871826;2014;0.256;0.217;706.21;5619.0;Primary Transit;Kepler-297
Kepler-297 c;;74.920137;2014;0.583;0.336;706.21;5619.0;Primary Transit;Kepler-297
Kepler-298 b;;10.475464;2014;0.175;0.08;525.98;4465.0;Primary Transit;Kepler-298
Kepler-298 c;;22.92881;2014;0.172;0.136;525.98;4465.0;Primary Transit;Kepler-298
Kepler-298 d;;77.473633;2014;0.223;0.305;525.98;4465.0;Primary Transit;Kepler-298
Kepler-299 b;;2.927128;2014;0.118;0.04;1084.89;5617.0;Primary Transit;Kepler-299
Kepler-299 c;;6.885875;2014;0.236;0.07;1084.89;5617.0;Primary Transit;Kepler-299
Kepler-299 d;;15.054786;2014;0.166;0.118;1084.89;5617.0;Primary Transit;Kepler-299
Kepler-299 e;;38.285489;2014;0.167;0.22;1084.89;5617.0;Primary Transit;Kepler-299
Kepler-30 b;0.036;29.33434;2012;0.348;0.18;938.33;5498.0;Primary Transit;Kepler-30
Kepler-30 c;2.01;60.323105;2012;1.097;0.3;938.33;5498.0;Primary Transit;Kepler-30
Kepler-30 d;0.073;143.34394;2012;0.785;0.5;938.33;5498.0;Primary Transit;Kepler-30
Kepler-300 b;;10.446347;2014;0.149;0.094;1134.23;5986.0;Primary Transit;Kepler-300
Kepler-300 c;;40.714955;2014;0.201;0.232;1134.23;5986.0;Primary Transit;Kepler-300
Kepler-301 b;;2.508553;2014;0.12;0.036;734.31;5815.0;Primary Transit;Kepler-301
Kepler-301 c;;5.419026;2014;0.12;0.06;734.31;5815.0;Primary Transit;Kepler-301
Kepler-301 d;;13.751243;2014;0.156;0.112;734.31;5815.0;Primary Transit;Kepler-301
Kepler-302 b;;30.184104;2014;0.362;0.193;1459.64;5740.0;Primary Transit;Kepler-302
Kepler-302 c;;127.282184;2014;1.111;0.503;1459.64;5740.0;Primary Transit;Kepler-302
Kepler-303 b;;1.937055;2014;0.079;0.024;211.01;3944.0;Primary Transit;Kepler-303
Kepler-303 c;;7.061149;2014;0.102;0.057;211.01;3944.0;Primary Transit;Kepler-303
Kepler-304 b;;3.295709;2014;0.255;0.039;440.12;4731.0;Primary Transit;Kepler-304
Kepler-304 c;;5.315946;2014;0.194;0.054;440.12;4731.0;Primary Transit;Kepler-304
Kepler-304 d;;9.653471;2014;0.245;0.08;440.12;4731.0;Primary Transit;Kepler-304
Kepler-304 e;;1.49914695;2016;0.107;;440.12;4731.0;Primary Transit;Kepler-304
Kepler-305 b;0.033;5.487;2013;0.321;0.05856;889.64;5100.0;Primary Transit;Kepler-305
Kepler-305 c;0.019;8.291;2013;0.294;0.07711;889.64;5100.0;Primary Transit;Kepler-305
Kepler-305 d;;16.738661;2014;0.242;0.121;889.64;5100.0;Primary Transit;Kepler-305
Kepler-305 e;;3.20538;2020;0.16;;889.64;5100.0;Primary Transit;Kepler-305
Kepler-306 b;;4.646186;2014;0.136;0.05;793.0;4954.0;Primary Transit;Kepler-306
Kepler-306 c;;7.240193;2014;0.21;0.067;793.0;4954.0;Primary Transit;Kepler-306
Kepler-306 d;;17.326644;2014;0.22;0.12;793.0;4954.0;Primary Transit;Kepler-306
Kepler-306 e;;44.840975;2014;0.203;0.227;793.0;4954.0;Primary Transit;Kepler-306
Kepler-307 b;0.02341;10.4208;2013;0.217;;585.27;5367.0;Primary Transit;Kepler-307
Kepler-307 c;0.01145;13.0729;2013;0.196;;585.27;5367.0;Primary Transit;Kepler-307
Kepler-308 b;;9.694928;2014;0.189;0.09;1384.3;5895.0;Primary Transit;Kepler-308
Kepler-308 c;;15.38231;2014;0.193;0.123;1384.3;5895.0;Primary Transit;Kepler-308
Kepler-309 b;;5.923653;2014;0.139;0.059;553.2;4713.0;Primary Transit;Kepler-309
Kepler-309 c;;105.356383;2014;0.224;0.401;553.2;4713.0;Primary Transit;Kepler-309
Kepler-31 b;;20.8613;2011;0.491;0.16;1747.58;6340.0;Primary Transit;Kepler-31
Kepler-31 c;4.7;42.6318;2011;0.473;0.26;1747.58;6340.0;Primary Transit;Kepler-31
Kepler-31 d;6.8;87.6451;2014;0.348;0.4;1747.58;6340.0;Primary Transit;Kepler-31
Kepler-310 b;;13.930698;2014;0.106;0.111;612.87;5797.0;Primary Transit;Kepler-310
Kepler-310 c;;56.47542;2014;0.302;0.281;612.87;5797.0;Primary Transit;Kepler-310
Kepler-310 d;;92.876125;2014;0.22;0.392;612.87;5797.0;Primary Transit;Kepler-310
Kepler-311 b;;9.176092;2014;0.152;0.087;796.53;5905.0;Primary Transit;Kepler-311
Kepler-311 c;;19.738286;2014;0.128;0.145;796.53;5905.0;Primary Transit;Kepler-311
Kepler-312 b;;1.772419;2014;0.115;0.031;816.22;6115.0;Primary Transit;Kepler-312
Kepler-312 c;;19.747412;2014;0.281;0.153;816.22;6115.0;Primary Transit;Kepler-312
Kepler-313 b;;14.970418;2014;0.226;0.125;1079.4;5727.0;Primary Transit;Kepler-313
Kepler-313 c;;32.273273;2014;0.229;0.208;1079.4;5727.0;Primary Transit;Kepler-313
Kepler-314 b;;2.461069;2014;0.074;0.035;270.97;5378.0;Primary Transit;Kepler-314
Kepler-314 c;;5.960392;2014;0.259;0.064;270.97;5378.0;Primary Transit;Kepler-314
Kepler-315 b;;96.101141;2014;0.336;0.402;1199.5;5796.0;Primary Transit;Kepler-315
Kepler-315 c;;265.469335;2014;0.37;0.791;1199.5;5796.0;Primary Transit;Kepler-315
Kepler-316 b;;2.240508;2014;0.095;0.027;389.22;4204.0;Primary Transit;Kepler-316
Kepler-316 c;;6.827766;2014;0.103;0.058;389.22;4204.0;Primary Transit;Kepler-316
Kepler-317 b;;5.524242;2014;0.186;0.061;965.85;5497.0;Primary Transit;Kepler-317
Kepler-317 c;;8.77501;2014;0.153;0.083;965.85;5497.0;Primary Transit;Kepler-317
Kepler-318 b;;4.662715;2014;0.42;0.056;496.14;5746.0;Primary Transit;Kepler-318
Kepler-318 c;;11.815007;2014;0.328;0.105;496.14;5746.0;Primary Transit;Kepler-318
Kepler-319 b;;4.362705;2014;0.145;0.051;510.83;5526.0;Primary Transit;Kepler-319
